text,label
"Solve a division word problem in situations involving measurement using equal groups (the number of objects in each share), limited to whole numbers with dividends within 100.</p>",3.OA.B.5
Multiply a one-digit number by 6.,3.MD.A.1
Multiply a one-digit number by 3.,3.MD.A.1
"Solve a multiplication word problem in a situation involving a measurement using arrays with group size unknown (e.g., 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.OA.A.4
Multiply a one-digit number by 5.,3.MD.A.2
"Solve a multiplication word problem in a situation involving arrays with unknown product (e.g., 3 × 6 = <em>n</em>), limited to whole numbers with products within 100.</p>",3.MD.A.1
"Solve a multiplication word problem in a situation involving a measurement using arrays with unknown product (e.g., 3 × 6 = <em>n</em>), limited to whole numbers with products within 100.</p>",3.OA.A.4
"Interpret the meaning of a division expression using groups of objects (the number of shares), limited to whole numbers with dividends within 100.",3.OA.A.4
"Interpret a division expression using a real-world situation, using groups of objects (the number of objects in each share), limited to whole numbers with products within 100.",3.MD.A.1
"Solve a multiplication word problem in a situation involving arrays with group size unknown (e.g., 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.MD.B.4
"Solve a multiplication word problem in a situation involving a measurement using arrays with unknown product (e.g., 3 × 6 = <em>n</em>), limited to whole numbers with products within 100.</p>",3.OA.B.5
"Solve a division word problem in situations involving measurement using arrays, limited to whole numbers with dividends within 100.</p>",3.OA.B.5
"Solve a division word problem in situations involving arrays, limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Solve a multiplication word problem in a situation involving a measurement using equal groups with group size unknown (e.g. 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.G.A.1
"Solve a division word problem in situations involving arrays, limited to whole numbers with dividends within 100.</p>",3.OA.B.5
"Solve a multiplication word problem in a situation involving a measurement using equal groups with unknown product (e.g. 3 × 6 = <em>n</em>), limited to whole numbers with products within 100.</p>",3.G.A.1
"Solve a division word problem in a situation involving equal groups (the number of objects in each share), limited to whole numbers with dividends within 100.</p>",3.OA.A.4
"Solve a multiplication word problem in a situation involving a measurement using arrays with group size unknown (e.g., 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.OA.B.5
"Interpret a multiplication expression using a real-world situation, using groups of objects, limited to whole numbers with products within 100.",3.OA.A.4
"Solve a multiplication word problem in a situation involving arrays with unknown product (e.g., 3 × 6 = <em>n</em>), limited to whole numbers with products within 100.</p>",3.MD.A.2
"Solve a division word problem in a situation involving equal groups (the number shares), limited to whole numbers with dividends within 100.</p>",3.OA.B.5
"Solve a division word problem in a situation involving equal groups (the number of objects in each share), limited to whole numbers with dividends within 100.</p>",3.OA.B.5
Multiply a one-digit number by 4.,3.MD.A.2
Multiply a one-digit number by 2.,3.MD.A.2
"Solve a multiplication word problem in a situation involving arrays with group size unknown (e.g., 3 × <em>n</em> = 18), limited to whole numbers with products within 100.</p>",3.MD.B.3
Multiply a one-digit number by 6.,3.MD.A.2
"Solve a multiplication word problem in a situation involving arrays with number of groups unknown (e.g., <em>n </em>× 6 = 18), limited to whole numbers with products within 100</p>",3.MD.B.3
"Solve a division word problem in situations involving measurement using equal groups (the number shares), limited to whole numbers with dividends within 100.</p>",3.OA.B.5
Multiply a one-digit number by 1.,3.MD.A.2
Multiply a one-digit number by 2.,3.MD.A.1
"Solve a multiplication word problem in a situation involving a measurement using arrays with number of groups unknown (e.g., <em>n</em> × 6 = 18), limited to whole numbers with products within 100.</p>",3.OA.B.5
Multiply a one-digit number by 3.,3.MD.A.2
"Solve a multiplication word problem in a situation involving equal groups with number of groups unknown (e.g., <em>n</em> × 6 = 18), limited to whole numbers with products within 100.</p>",3.MD.C.6
"Solve a multiplication word problem in a situation involving arrays with number of groups unknown (e.g., <em>n </em>× 6 = 18), limited to whole numbers with products within 100</p>",3.MD.B.4
"Determine the reasonableness of an answer to a two-step word problem, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.C.5
"Divide a two-digit number by 4, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Divide a two-digit number by 1, limited to whole numbers with dividends within 100.",3.MD.A.1
"Divide a two-digit number by 3, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Add within 1,000.",3.NF.A.3
"Divide a two-digit number by 7, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Determine the unknown factor in a multiplication equation relating three whole numbers, limited to whole numbers with products within 100.",3.OA.C.7
Identify an arithmetic pattern.</p>,3.MD.B.3
Multiply a one-digit number by 8.,3.MD.A.2
"Divide a two-digit number by 9, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
Round a whole number to the nearest 100.</p>,3.NF.A.2
"Describe the arithmetic pattern for a given set of numbers, using properties of operations.",3.MD.D.8
"Represent division as an unknown factor problem, limited to whole numbers with dividends within 100.",3.MD.A.1
"Divide a two-digit number by 9, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Divide a two-digit number by 8, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Determine the unknown divisor in a division equation relating three whole numbers, limited to whole numbers with dividends within 100.",3.OA.D.8
Multiply a one-digit number by 9.,3.MD.A.1
"Determine the unknown dividend in a division equation relating three whole numbers, limited to whole numbers with dividends within 100.",3.OA.D.8
"Divide a two-digit number by 8, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Represent a two-step word problem, using an equation with a letter standing for the unknown quantity, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.",3.MD.C.5
"Determine the unknown product in a multiplication equation relating three whole numbers, limited to whole numbers with products within 100.",3.OA.C.7
Multiply a one-digit number by 7.,3.MD.A.2
"Apply the associative property of multiplication as a strategy to multiply, limited to whole numbers with products within 100.",3.MD.A.1
"Divide a two-digit number by 6, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Determine the unknown quotient in a division equation relating three whole numbers, limited to whole numbers with dividends within 100.",3.OA.D.8
"Divide a two-digit number by 3, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Describe the arithmetic pattern for a given set of numbers, using properties of operations.",3.MD.B.3
Multiply a one-digit number by 7.,3.MD.A.1
"Divide a two-digit number by 6, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
"Subtract within 1,000.",3.NF.A.3
Identify an arithmetic pattern.</p>,3.MD.D.8
"Divide a two-digit number by 4, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Divide a two-digit number by 7, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
"Divide a two-digit number by 5, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.1
Multiply a one-digit number by 8.,3.MD.A.1
Round a whole number to the nearest 10.</p>,3.NF.A.2
"Apply the distributive property of multiplication as a strategy to multiply, limited to whole numbers with products within 100.",3.NBT.A.3
"Solve a two-step word problem, using whole numbers, limited to whole numbers with sums or minuends within 1,000 and products or dividends within 100.</p>",3.MD.C.7
"Apply the commutative property of multiplication as a strategy to multiply, limited to whole numbers with products within 100.",3.MD.A.1
"Divide a two-digit number by 1, limited to whole numbers with dividends within 100.",3.MD.A.2
"Divide a two-digit number by 5, limited to dividends resulting from the product of two one-digit numbers.",3.MD.A.2
Multiply a one-digit number by 9.,3.MD.A.2
"Solve a one-step word problem involving mass given in grams using addition, limited to sums within 1000.</p>",3.G.A.1
Measure the mass of an object to the nearest kilogram (kg).,3.MD.C.6
"Solve a one-step word problem involving volumes given in liters using addition, limited to sums within 1000.</p>",3.MD.B.4
